Date,Time,Labels,Text (Click to drill to Message Detail),Engagement,Clicks,Replies,Likes,Retweets,Retweet Audience
3/1/2016,10:47 AM,positioning and reputation,@HabitatMM @HUDSouthwest @FRPOFACTS @portlandlender @PNSincRoc @coastalrealtors @BrokerGines @MzValerieNicole Appreciate your RTs!,5,,0,3,2,1417
3/2/2016,11:23 AM,"FM Commentary, HomeReady",HomeReady isn't just about getting people into homes. It's about keeping them there: http://fanniemae.com/portal/about-us/media/commentary/030216-hayward.html,82,57,0,12,13,21459
3/2/2016,2:08 PM,"The Home Story, Twitter Chat","We're partnering w/ @NAHREP, @WellsFargo on a Twitter chat answering home buyer's questions: http://www.thehomestory.com/looking-for-mortgage-advice-ask-the-experts-via-twitter-on-march-3/",41,36,0,1,4,4682
3/2/2016,6:25 PM,Curation,.@REALTORdotcom lists 8 ways to cut expenses so you can save for a down payment: http://www.realtor.com/advice/finance/resolve-to-give-up-these-8-money-wasters-for-a-down-payment-before-2017/,40,32,1,3,4,9208
3/3/2016,1:47 PM,Twitter Chat,A10: Beware of #MortgageMyths. There are options available. Get educated. Shop around. http://www.knowyouroptions.com/buy/buying-process/qualify-for-a-mortgage #MyHomeChat,51,39,0,5,7,19434
3/3/2016,1:34 PM,Twitter Chat,A6: Our HomeReady loan allows for as low as 3% down payments. Learn more: https://www.fanniemae.com/singlefamily/homeready 2/2 #MyHomeChat,34,25,0,3,6,14276
3/3/2016,9:26 AM,The Home Story,What's it like to be a real estate agent? Here's a look at how one agent spends her day: http://www.thehomestory.com/behind-the-scenes-reo-sales/,31,25,1,3,2,9174
3/3/2016,1:34 PM,Twitter Chat,A6: Needing to put 20% down is common #MortgageMyth. Our research into mort. qualification criteria: http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html 1/2 #MyHomeChat,31,25,0,0,6,21681
3/3/2016,11:06 AM,"The Home Story, Twitter Chat",Today's the day. Join us @ 1 p.m. EST for #MyHomeChat. Taking homebuyers' questions. http://www.thehomestory.com/looking-for-mortgage-advice-ask-the-experts-via-twitter-on-march-3/,28,19,1,3,5,4638
3/3/2016,7:29 PM,"FM Commentary, HomeReady","Homeowner education, required for HomeReady borrowers, helping people get a home they can afford long-term: http://fanniemae.com/portal/about-us/media/commentary/030216-hayward.html",28,21,0,2,5,2805
3/3/2016,12:55 PM,Twitter Chat,"Twitter chat for homebuyers starts in 5 minutes! Tweet your questions, follow along using #MyHomeChat.",26,,8,8,10,17724
3/3/2016,1:09 PM,Twitter Chat,A1: 2015 was big year for housing. Our economists are calling for con't growth in 2016: http://fanniemae.com/portal/research-and-analysis/emma.html 2/2 #MyHomeChat,25,20,0,1,4,17236
3/3/2016,10:19 AM,"FM Commentary, Mortgage Lender Sentiment Survey","Mortgage execs express pessimistic profit outlook due to reg. compliance, competition: http://fanniemae.com/portal/about-us/media/commentary/030316-solomon.html",24,18,0,1,5,3897
3/3/2016,1:33 PM,Twitter Chat,"A5: Know your credit, mortg. qualifications. These resources can hlp you determne if you're ready 2 buy: http://www.knowyouroptions.com/buy/overview #MyHomeChat",22,16,0,3,3,15633
3/3/2016,1:04 PM,Twitter Chat,@taiby10 You can find properties we have available for sale at HomePath.com. #MyHomeChat,13,11,0,1,1,230
3/3/2016,1:13 PM,Twitter Chat,A2: Here are some ways we're adding credit flex. for lenders so they can reach creditworthy borrowers. #MyHomeChat,13,,1,5,7,17640
3/3/2016,1:52 PM,Twitter Chat,@mdamvn HomeReady is a mortgage w/ innovative features lenders can offer creditworthy borrowers. https://www.fanniemae.com/singlefamily/homeready #MyHomeChat,13,12,0,1,0,0
3/3/2016,1:39 PM,Twitter Chat,A8: We intro'd HomeReady to help lenders serve creditworthy low- to mod-inc. borrowers in today's mkt. #MyHomeChat,11,,0,4,7,15591
3/3/2016,2:01 PM,Twitter Chat,Help us combat the #MortgageMyths. Homeownership is accessible for many creditworthy borrowers. Get educated @FrameworkHome. #MyHomeChat,11,,0,4,7,4021
3/3/2016,1:07 PM,Twitter Chat,@greenbaumrob There are options available for 1st-time homebuyers. Get educated. Shop around. http://www.knowyouroptions.com/buy/buying-process #MyHomeChat,8,8,0,0,0,0
3/3/2016,1:46 PM,Twitter Chat,"A9: In addition to @FrameworkHome online, you can find more homebuyer resources here: http://www.knowyouroptions.com/find-resources/information-and-tools/helpful-sites #MyHomeChat",8,7,0,1,0,0
3/3/2016,1:29 PM,Twitter Chat,@mdamvn An option for borrowers w/ lower credit scores is to work w/ an @HUDgov approved counselor. http://www.knowyouroptions.com/find-resources/information-and-tools/helpful-sites #MyHomeChat,7,5,0,2,0,0
3/3/2016,1:03 PM,Twitter Chat,"Happy to participate! Thank you, @Glink! We're here w/ Jon Lawless of our single-family business. #MyHomeChat",6,,0,4,2,235
3/3/2016,1:26 PM,Twitter Chat,"@Dr_Mortgage For many, owning a home is an important part of life. Many #MortgageMyths are out there. http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html #MyHomeChat",6,6,0,0,0,0
3/3/2016,1:36 PM,Twitter Chat,A7: We have special programs for lower-income borrowers. Consult a lender in your area for options. 2/2 #MyHomeChat,5,,0,2,3,6044
3/3/2016,2:00 PM,Twitter Chat,Thanks for participating in #MyHomeChat. We welcome continued input into how we can better serve our lenders + homebuyers.,5,,0,3,2,15501
3/3/2016,1:27 PM,Twitter Chat,"A4: Many factors determine eligibility for a loan, including a borrower's credit score. Our min. FICO score is 620. #MyHomeChat",4,,1,1,2,15403
3/3/2016,5:48 PM,positioning and reputation,@CPulleyWF @DavidHStevens @Smith_REO @SPMpryor @lpetersonre @korabelle @klients1st @mysageadvice @valentineomine Thx for retweeting!,4,,0,3,1,1579
3/3/2016,1:09 PM,Twitter Chat,A1: Demographics of the housing mkt are shifting. 14% of mortgages now come from extended-income households. 1/2 #MyHomeChat,3,,0,2,1,770
3/3/2016,1:20 PM,Twitter Chat,"A3: To understand the benefits, costs of homeownership, it's important to get education. Programs like @FrameworkHome can help.",3,,0,1,2,287
3/3/2016,1:36 PM,Twitter Chat,"A7: Income is important attribute of sustainable homeownership, but credit is available for many income levels. 1/2 #MyHomeChat",3,,0,0,3,17580
3/3/2016,1:08 PM,Twitter Chat,@taiby10 We will gather more info for you and follow up after the chat. #MyHomeChat,2,,1,1,0,0
3/3/2016,1:18 PM,​,Def. Our goal's to make mortgages available + manage risk. MT @marisacalderon: A2: #Mortgage affordability is still a challenge. #MyHomeChat,1,,0,1,0,0
3/3/2016,1:43 PM,Twitter Chat,"A9: Being prepared for homeownership is key. @FrameworkHome, required for HomeReady, is a great place to start. #MyHomeChat",0,,0,0,0,0
3/4/2016,9:37 AM,"The Home Story, Twitter Chat",Miss the #MyHomeChat Twitter chat? Get the recap: http://www.thehomestory.com/top-questions-from-homebuyers/,80,69,0,3,8,15544
3/4/2016,1:30 PM,Jobs Report,"Today's #jobsreport consistent w/ @D2_Duncan's view that in 2016, affordability may constrain the housing market: http://fanniemaeblog.tumblr.com/post/140447719482/the-february-jobs-report-which-shows-strong",18,14,0,1,3,7948
3/4/2016,11:38 AM,positioning and reputation,@ChrisOdinet @ATrustedChoice @ChrisHammondWF @syjeurocatalyst @SBendixenWF @MsLadyKK @TCARNMRealtors @JesseStroup Appreciate your RTs!,4,,1,3,0,0
3/5/2016,11:46 AM,"FM Commentary, Mortgage Lender Sentiment Survey","Throughout 2015, share of lenders expecting their profit margin to increase fell. Find out what they're saying: http://fanniemae.com/portal/about-us/media/commentary/030316-solomon.html",109,95,0,4,10,17048
3/5/2016,8:13 PM,The Home Story,Here are 7 questions real estate agents should ask their clients: http://www.thehomestory.com/7-questions-real-estate-agents-ask-clients/,70,57,0,4,9,9215
3/6/2016,7:16 PM,The Home Story,"With spring just around the corner, will warmer weather's return help home builders? http://www.thehomestory.com/its-nearly-springtime-for-home-builders/",35,18,3,9,5,1400
3/6/2016,10:33 AM,"FM Commentary, HomeReady","Borrowers complete @FrameworkHome education course to qualify for HomeReady, to help them stay in their homes:",12,,0,7,5,9357
3/7/2016,7:47 PM,"FM Commentary, Mortgage Lender Sentiment Survey",What are lenders doing to address shrinking profit margins? Here's what they tell us: http://fanniemae.com/portal/about-us/media/commentary/030316-solomon.html,53,42,1,4,6,16454
3/7/2016,3:36 PM,HPSI,"More consumers say it's good time to buy a home, pushing Home Purchase Sentiment Index to 82.7 in Feb. http://fanniemae.com/portal/research-and-analysis/housing-survey.html",50,31,0,3,16,4423
3/7/2016,1:17 PM,The Home Story,The # of multigenerational households is growing. Find out how our industry is responding: http://www.thehomestory.com/extended-households-are-on-the-rise-so-is-the-housing-industry-reacting-fast-enough,49,32,1,8,8,14410
3/7/2016,8:56 AM,HPSI,Home Purchase Sentiment Index up 1.2 points in Feb. Fewer consumers expect home price gains. http://fanniemae.com/portal/research-and-analysis/housing-survey.html,27,22,0,0,5,1870
3/7/2016,10:40 AM,positioning and reputation,@ABABankers @garynahrep @NAHREP @kurtgrela @JesusGarciaSD @LuisARealtor @UrbanHeartNews @Smith_REO @earlworthington  Thx for the RTs!,3,,0,3,0,0
3/7/2016,1:25 PM,​,Catch @D2_Duncan @ 1:35 ET on @WGNRadio. Listen live: https://t.co/lQVRg5YNIX.  https://t.co/ZsfhkNWMab,3,,0,1,2,24208
3/8/2016,3:12 PM,FM Commentary,Trended credit data improves ability to assess risk while increasing credit access: http://fanniemae.com/portal/about-us/media/commentary/030816-rosenblatt.html,61,40,0,5,16,18986
3/8/2016,7:18 PM,Mobile,Don't buy a home w/out getting an inspection. More tips w/ our HOME app: http://www.knowyouroptions.com/homeapp/. #HomeTipTuesday,49,35,0,5,9,3349
3/8/2016,8:52 AM,"The Home Story, Twitter Chat","If you missed the #MyHomeChat Twitter chat last week, you can get the recap here: http://www.thehomestory.com/top-questions-from-homebuyers/",31,29,0,0,2,256
3/8/2016,2:04 PM,HPSI,Home Purchase Sentiment Index up 1.2 points in Feb. Why are consumers feeling a tad better about housing? Find out: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,26,18,0,2,6,12348
3/8/2016,4:45 PM,positioning and reputation,@jentempleWF @Jenb070 @Mymimicakes @rlhlapplevalley @NicoleKwNEPA @stacischillerWF @nonparity @nmgreenwave @kimwbragg Appreciate your RTs!,4,,0,4,0,0
3/9/2016,1:39 PM,Curation,Check out these personal finance tips for newlyweds from @ABABankers: http://www.aba.com/Consumers/Pages/FinanceTipsCouples.aspx,80,67,0,6,7,21087
3/9/2016,6:08 PM,FM Commentary,"By adding trended credit data to Desktop Underwriter, we're empowering creditworthy borrowers: http://fanniemae.com/portal/about-us/media/commentary/030816-rosenblatt.html",38,33,0,3,2,11036
3/9/2016,11:57 AM,positioning and reputation,@mortgage_dan @HomesByShari @MOR_Financial @CameronchapmanL @RyanRhodenhiser @QualifiedRemod @KenBade @jat_toor Thx for retweeting!,4,,1,3,0,0
3/10/2016,3:43 PM,The Home Story,Here's a peek behind the curtain of a real estate agent who sells our REO properties: http://www.thehomestory.com/behind-the-scenes-reo-sales/,86,68,3,7,8,12502
3/10/2016,9:19 AM,FM Commentary,Many say Baby Boomers are pushing the apartment boom. The data disagrees: http://fanniemae.com/portal/about-us/media/commentary/030116-simmons.html #datavisualization,79,59,2,6,12,27910
3/10/2016,8:28 PM,FM Commentary,Baby Boomers aren't driving #multifamily demand. This #datavisualization shows who is: http://fanniemae.com/portal/about-us/media/commentary/030116-simmons.html #visualization,60,53,0,1,6,10849
3/10/2016,12:47 PM,positioning and reputation,@themoneycoach @SandraAForeman @di_carolyn @tcaroffice @sherriwag @RealtorQ @JoeSamson @daveatctr @MyProEmail Appreciate your RTs!,3,,0,3,0,0
3/10/2016,10:50 AM,​,"Catch @D2_Duncan’s segment, starting @ 13:35 mark. https://t.co/bNeS3dHvRD",1,,0,0,1,8
3/11/2016,12:35 PM,HPSI,"""Homebuyers are becoming more optimistic...according to one of the most important institutions in the housing mkt."" http://finance.yahoo.com/news/finally--millennials-are-moving-out-of-their-parents--basements-and-that-s-driving-up-rentals-213429518.html",84,58,3,10,13,10346
3/11/2016,9:17 AM,Curation,You have more than one credit score. See how @NerdWallet explains the differences among credit score methodologies. http://www.nerdwallet.com/blog/finance/comparing-credit-scores/,74,59,0,4,11,11602
3/11/2016,9:04 PM,Mobile,Our HOME app is a @BestAppAwards winner! Find out why HOME was picked for having the best user interface: https://bestmobileappawards.com/app-submission/home-by-fannie-mae-mobile-app,18,16,0,1,1,324
3/11/2016,12:25 PM,positioning and reputation,@smartasset @kvanarsdale @FlockonUS @napleshomelink @WWeirRelocation @gayleawhite @deanrebroker @TriangleAgent @kidsmoney Thx for the RTs!,1,,0,1,0,0
3/12/2016,9:06 PM,Curation,Anxious about buying a home? These 5 steps can help you be prepared for homeownership: http://www.zillow.com/blog/ease-home-buying-anxiety-192511/,121,93,2,8,18,21752
3/13/2016,8:38 PM,Curation,How might days on market affect your home sale? @PaulPsian weighs in: http://cincinkyrealestate.com/how-does-days-on-market-dom-affect-my-home-sale/,46,39,0,0,7,23801
3/13/2016,10:53 AM,Weekly Note,What do our economists and analysts make of last week's #economicdata? Their latest Weekly Note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_031116.pdf,44,41,1,1,1,24
3/14/2016,9:08 AM,positioning and reputation,There's a new way to reach us: 1-800-2FANNIE. More info on how to call us: https://www.fanniemae.com/content/tool/call-center-menu.pdf,135,114,4,9,8,8390
3/14/2016,2:24 PM,The Home Story,"Real estate agents, do you ask your clients any of these questions? http://www.thehomestory.com/7-questions-real-estate-agents-ask-clients/",55,46,0,5,4,9447
3/14/2016,8:09 PM,positioning and reputation,"Catch @D2_Duncan talking #housing inventory @ #NAHREP2016. Follow @NAHREP for the #Periscope live stream. Starts @ 2 p.m. ET Wed., 3/16.",7,,0,2,5,5174
3/14/2016,12:56 PM,positioning and reputation,@mflemingecon @ILHousing @only1Shell @taxdoor @TrendVegasHomes @mattmaisonRE @AlanKennedyLoan @lauramu72341561 @CatesRE Thx for the RTs!,4,,0,3,1,327
3/15/2016,9:34 AM,Mobile,Get closer to your down payment goal with our HOME app's calculator. http://www.knowyouroptions.com/homeapp/ #HomeTipTuesday,50,37,0,5,8,11665
3/15/2016,1:59 PM,FM Commentary,Which generation drove the most apartment demand growth '09-'14? Explore the data to find out: http://fanniemae.com/portal/about-us/media/commentary/030116-simmons.html,33,25,0,5,3,9059
3/15/2016,3:23 PM,positioning and reputation,"Watch Zach Oppenheimer, Fannie SVP, speak @ #NAHREP2016 on #mortgage availability. Live stream from @NAHREP @ 9:50 a.m. ET tomorrow.",5,,0,3,2,4614
3/15/2016,11:02 AM,positioning and reputation,@PaulPsian @ArizFirecracker @EricsellsSocal @terrybastone @TonyLuxuryNews @propertycouple1 @CTCMortgage @gilma51 Appreciate your RTs!,4,,0,4,0,0
3/16/2016,3:53 PM,FMQ4 2015,2015 was another profitable year for our company. Here's a recap of the progress we continue making: http://fanniemae.com/progress/.,68,49,2,4,13,17701
3/16/2016,10:25 AM,positioning and reputation,"Learn more about HomeReady, designed to meet needs of low- to mod-income creditworthy borrowers, here: http://www.knowyouroptions.com/homeready #NAHREP2016",62,40,0,8,14,11640
3/16/2016,6:39 PM,Curation,"Homeowners, @nardotrealtor  lists some tax deductions that may save you: http://www.realtor.com/advice/finance/these-little-known-tax-deductions-can-save-you-thousands/",47,36,0,3,8,1816
3/16/2016,10:23 AM,positioning and reputation,Here's the research on consumer mortgage knowledge that Zach O. just mentioned during his #NAHREP2016 panel: http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html,29,26,0,1,2,3220
3/16/2016,9:31 AM,positioning and reputation,"TODAY: @D2_Duncan (2 p.m. ET) + Zach Oppenheimer (9:50 a.m. ET), SVP, speak @ #NAHREP2016. Follow @NAHREP for the #Periscope live stream.",7,,0,3,4,8071
