Date,Time,Labels,Text (Click to drill to Message Detail),# of Messages,Twitter Engagement,Clicks,Twitter Replies,Twitter Likes,Twitter Retweets,Twitter Retweet Audience
1/16/2016,12:50 PM,The Home Story,"Many consumers don't understand mortgage qualification requirements, but lenders, you may be able to change that: http://www.thehomestory.com/what-consumers-dont-know-about-mortgage-qualification-criteria/",1,141,127,0,3,11,6229
1/17/2016,8:53 PM,Economic & Housing Outlook,ICYMI: @D2_Duncan + @kevinolearytv tell @CNBCClosingBell's @Kelly_Evans what they expect for housing in 2016. https://youtu.be/uWzoJ1z3EtA,1,24,22,1,1,0,0
1/18/2016,8:03 AM,Organization,Our offices are closed in honor of #MLKDay today. We will resume regular business hours tomorrow morning.,1,13,,2,8,3,5644
1/18/2016,10:29 AM,The Home Story,"This #MLKDay, here's a look @ Dr. King's legacy fighting housing discrimination. http://www.thehomestory.com/what-you-need-to-know-about-mlks-fair-housing-legacy/",1,107,67,1,16,23,10463
1/19/2016,8:50 AM,HARP refi,"Chicago, NYC, Atlanta lead the list of metros with the most HARP loans guaranteed by us since April '09.",1,5,,0,1,4,1751
1/19/2016,12:36 PM,positioning and reputation,@OhioHousing @PinnacleHouses @taiby10 @BillyTsi @maliniw90th @ralph_stebenne @BenDursch @CFGOhio @c21_alliance Appreciate your RTs!,1,6,,1,4,1,231
1/19/2016,1:40 PM,HomeReady,HomeReady expands access to credit while offering credit terms that support long-term housing sustainability: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,1,78,63,0,3,12,6954
1/19/2016,7:13 PM,Economic & Housing Outlook,"In his '16 Econ. + Housing Outlook, @D2_Duncan expects to see 2.2% econ. growth, 4% total home sales this year: http://fanniemae.com/portal/research-and-analysis/emma.html",1,33,24,1,5,3,2367
1/20/2016,8:36 AM,positioning and reputation,"Everyone's talking about Millennials. Get some of our economists', analysts' insights on this important demographic: http://fanniemaeblog.tumblr.com/tagged/Millennials",1,57,51,0,2,4,2463
1/20/2016,4:28 PM,The Home Story,Is right now a good time to buy a home? Find out what @D2_Duncan says: http://www.thehomestory.com/is-now-the-right-time-to-buy-a-home/,1,59,50,0,1,8,6358
1/20/2016,6:29 PM,positioning and reputation,"Are we connected on Facebook? Like us, check out our videos, and more: https://www.facebook.com/fanniemae",1,15,12,1,1,1,445
1/21/2016,9:28 AM,HomeReady,Now there's a mortgage for helping multi-generational and extended households to obtain homeownership: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,1,56,45,0,3,8,2963
1/21/2016,12:37 PM,"HomeReady, The Home Story","American homeownership is changing, and the housing finance industry is changing with it: http://www.thehomestory.com/innovative-mortgage-product-from-fannie-mae-helps-more-borrowers-qualify/",1,80,65,0,6,9,5587
1/21/2016,3:23 PM,positioning and reputation,@loansbrad @TRISTANvsTEE @ujimasouth @CorianneScally @PrimeMaxNOW @JosephTalapin @Lluis321 @mikeclovergroup @madsennd Thx for the RTs!,1,1,,0,1,0,0
1/21/2016,3:24 PM,positioning and reputation,@PHFAtweets @TanaTymesen @TCARNMRealtors @LynnCJohnson @PoliSciFiBlog @equijohn @MonteyNYCBroker @GinnyStopa Appreciate your RTs!,1,2,,0,1,1,3556
1/21/2016,3:36 PM,The Home Story,"On @CNBCClosingBell, @kevinolearytv says Millennials ""don't give a poo-poo about owning a house."" Is he right? http://www.thehomestory.com/are-millennials-shunning-homeownership/",1,42,36,1,2,3,5754
1/21/2016,6:51 PM,HARP refi,"Homeowners, you still have time to refinance through HARP. Use this quiz to find out if you may qualify: http://www.knowyouroptions.com/refinance/home-affordable-refinance-program-quiz.",1,44,35,0,3,6,43791
1/22/2016,10:12 AM,The Home Story,Research shows there's an opportunity for educating consumers about mortgage qualifications: http://www.thehomestory.com/what-consumers-dont-know-about-mortgage-qualification-criteria/  #infographic,1,28,23,0,1,4,378
1/22/2016,3:37 PM,The Home Story,More homebuyers want mobile tech while many lenders aren't planning mobile apps. Is 2016 the year this changes? http://www.thehomestory.com/shopping-for-a-home-loan-there-may-be-an-app-for-that/,1,22,19,0,2,1,2016
1/23/2016,3:39 PM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,38,28,0,8,2,163
1/24/2016,8:56 PM,HomeReady,HomeReady provides responsible flexibility for low- to mod-income creditworthy borrowers: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,1,106,65,0,12,29,13420
1/25/2016,10:06 AM,The Home Story,Many young adults may now be ready to enter homeownership. Here's what to expect as Millennials become homeowners: http://www.thehomestory.com/the-gradual-millennial-migration-into-homeownership/,1,135,111,0,8,16,10464
1/25/2016,1:39 PM,Multifamily,We issued $9.8 million in #multifamily MBS in Q4 2015: http://fanniemae.com/portal/about-us/media/financial-news/2016/6340.html #pressrelease,1,24,23,1,0,0,10188
1/25/2016,4:24 PM,positioning and reputation,@JaneColletti @fishtale13 @homeloansnv @sjcscamden @mnlakesrealtor @NJREOking @mysafetyfirst1 @CentralNJHomes @glennshimkus Thx for the RTs!,1,4,,0,2,2,979
1/25/2016,7:40 PM,The Home Story,.@kevinolearytv says Millennials don't want to own a home. Here's why he may be wrong: http://www.thehomestory.com/are-millennials-shunning-homeownership/,1,57,50,0,3,4,10485
1/26/2016,8:51 AM,positioning and reputation,"Are you on LinkedIn? So are we. Follow along for company news, industry updates, and more: https://www.linkedin.com/company/fannie-mae-corporation_19722",1,32,27,1,3,1,72
1/26/2016,1:20 PM,Organization,We're proud and humbled to be included in @div2000's list of top organizations for multicultural business: http://www.diversitybusiness.com/news/supplierdiversity/45201601.asp,1,19,12,0,2,5,2250
1/26/2016,8:11 PM,The Home Story,Chalk one up for #affordablehousing. A deal to help make New York City affordable for renters: http://www.thehomestory.com/a-deal-to-help-make-new-york-affordable-for-renters/ #StuyTown,1,26,17,1,2,6,4402
1/27/2016,11:24 AM,positioning and reputation,@PTMaddiganEsq @marquaz @annemchambers @hallprophomes @melaniegamble @div2000 @AliciaRealtor21 @iamseangeygan Appreciate your RTs!,1,6,,0,6,0,0
1/27/2016,2:43 PM,The Home Story,"While home sales to foreign nationals are small, they play a significant role in some real estate markets: http://www.thehomestory.com/going-global-the-impact-of-international-home-sales-on-real-estate-markets/",1,58,50,0,5,3,2869
1/28/2016,8:43 AM,Mobile,Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,40,32,0,3,5,6446
1/28/2016,3:34 PM,positioning and reputation,"Miss something? Stay on top of our latest updates, videos, and more. Like us on Facebook: facebook.com/fanniemae",1,15,12,1,0,2,87
1/28/2016,7:19 PM,The Home Story,How could foreign buyers of U.S. homes impact local real estate markets? Find out: http://www.thehomestory.com/going-global-the-impact-of-international-home-sales-on-real-estate-markets/,1,57,45,1,2,9,2305
1/29/2016,9:20 AM,HomeReady,Now there's a mortgage for helping multi-generational and extended households to obtain homeownership: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,1,95,70,1,9,15,41340
1/29/2016,11:29 AM,positioning and reputation,@LauraMormando @hollyarguelles @Stringrealest @prashantString @benirealtor @dcouchtrader @HtownHomeSales @agent_hector Thx for retweeting!,1,3,,0,2,1,1019
1/29/2016,12:35 PM,"Curation, positioning and reputation",Here are 5 ways you can pay off a mortgage early: https://www.totalmortgage.com/blog/borrower-tips/5-ways-to-pay-off-a-mortgage-loan-early/30789 Via @TotalMortgage.,1,95,79,2,4,10,2240
1/29/2016,1:59 PM,​,@CBarrazaHW Welcome to the beat! https://t.co/CN1hCqilV1,1,3,,1,2,0,0
1/29/2016,2:48 PM,Weekly Note,Dec. new home sales capped best annual performance since 2007. Our latest weekly note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_012916.pdf,1,73,52,0,8,13,3617
1/29/2016,3:49 PM,​,We're honored just to be included in such a list. Thank you! https://t.co/IL1lWEicNk,1,6,,0,3,3,1924
1/30/2016,10:53 AM,positioning and reputation,What have our #economists + #analysts been looking into? Find out: http://fanniemaeblog.tumblr.com/,1,35,29,0,2,4,88913
1/31/2016,8:11 PM,HomeReady,HomeReady is for credit-worthy borrowers meeting our underwriting guidelines. Learn more: https://www.fanniemae.com/singlefamily/homeready,1,105,72,0,16,17,9330
2/1/2016,10:44 AM,Multifamily,"Our financing supported 569,000 #multifamily housing units in 2015: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6343.html",1,44,27,1,6,10,5228
2/1/2016,1:37 PM,positioning and reputation,@COREALTORS @Realtor_Kay @5staragents @CarrieBlueLO @Quagmire5766 @CorleyRealEst8 @JamesDeLaGarza @brandon_findley Appreciate your RTs!,1,3,,0,3,0,0
2/1/2016,2:42 PM,"Curation, positioning and reputation",What factors can play a role in your credit score? Here's @myfico's take: http://www.myfico.com/CreditEducation/WhatsInYourScore.aspx,1,97,73,2,6,16,19134
2/1/2016,6:26 PM,The Home Story,Remembering Dr. King's role in fighting housing discrimination: http://www.thehomestory.com/what-you-need-to-know-about-mlks-fair-housing-legacy/ #BlackHistoryMonth,1,36,23,0,7,6,2713
2/2/2016,10:52 AM,positioning and reputation,@myfico @atchutneelam @PaulSianJD @InkwellClosings @marshamarsha77 @MariaSarvari @DanRivisto @Dwaynemw @TheMcVeyTeam Thx for retweeting!,1,2,,0,2,0,0
2/2/2016,12:47 PM,"FM Commentary, HomeReady",We're serving today's mortgage market by adding debt-to-income flexibility without adding incremental risk: http://fanniemae.com/portal/about-us/media/commentary/020116-lawless.html,1,57,41,0,4,12,5495
2/2/2016,1:54 PM,business support,"Andrew Bon Salle, our Single-Family Business EVP, comments on this important udpate: https://t.co/XMEzweDNZK https://t.co/ihocEA09ZJ",1,1,,0,0,1,318
2/2/2016,8:24 PM,Multifamily,"In 2015, we provided $42.3B in financing to the #multifamily market: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6343.html",1,47,35,0,3,9,13908
2/3/2016,1:14 PM,positioning and reputation,@MGIC @Dafocusedgemini @GranburyInfo @KarensMyRealtor @FCAGRP @DreamSeekers247 @mattmaisonRE @tonycilea @JoeWardTeam Appreciate your RTs!,1,4,,1,3,0,0
2/3/2016,3:14 PM,The Home Story,"At this year's @IBSVegas, some homebuilders showed how they're trying to meet the needs of today's homebuyer: http://www.thehomestory.com/14889-2/",1,22,19,0,2,1,232
2/3/2016,9:09 PM,"FM Commentary, HomeReady",Here's why allowing non-borrower income flexibility w/ our HomeReady mortgage can serve the needs of today's market: http://fanniemae.com/portal/about-us/media/commentary/020116-lawless.html,1,60,48,0,5,7,3216
2/4/2016,8:56 AM,HomeReady,HomeReady provides responsible flexibility for low- to mod-income creditworthy borrowers: http://www.fanniemae.com/portal/funding-the-market/hif/2016/homeready-011916.html,1,23,17,0,4,2,943
2/4/2016,11:02 AM,positioning and reputation,"We stand ready to address the mortgage needs of people in Flint, Mich., as this situation continues to develop.",1,17,,1,5,11,10649
2/4/2016,2:29 PM,positioning and reputation,Never miss our latest news and research. Like us on Facebook: https://www.facebook.com/fanniemae,1,25,21,0,2,2,2164
2/4/2016,3:07 PM,positioning and reputation,@TotalMortgage @JimMulroy @rachaelhite @marvincolon @HelmutFleps @AdrianSilvaJr @MarkMcLear @walkingrealtor Thx for retweeting!,1,4,,0,3,1,1140
2/4/2016,7:47 PM,Mobile,Homeowner? Make sure you have the HOME by Fannie Mae #mobileapp. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,37,28,0,1,8,13557
2/5/2016,10:06 AM,Jobs Report,"What may today's #jobsreport say about housing and the economy, in '16? @D2_Duncan comments: http://fanniemaeblog.tumblr.com/post/138730705512/following-outsized-gains-during-the-fourth-quarter",1,41,28,2,3,8,10158
2/5/2016,12:22 PM,positioning and reputation,@cbrelasvegas @loanscamalert @jegansekar @arosamilia @earlworthington @edscrow @HighBluffHLC @renee_pomonis @synergymtg Appreciate your RTs!,1,1,,0,1,0,0
2/5/2016,9:04 PM,The Home Story,"As America becomes more diverse, lenders adapt to meet the needs of a changing country: http://www.thehomestory.com/the-business-case-for-why-lenders-are-embracing-diversity/",1,51,33,0,9,9,13117
2/6/2016,8:44 PM,"FM Commentary, HomeReady","Our HomeReady mortgage supports extended households, without adding incremental risk:  http://fanniemae.com/portal/about-us/media/commentary/020116-lawless.html",1,38,27,1,6,4,22316
2/7/2016,3:55 PM,Multifamily,"In 2015, we continued financing #multifamily units for affordable or workforce housing: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6343.html",1,29,21,0,2,6,1701
2/8/2016,8:33 AM,HPSI,Home Purchase Sentiment Index dips 1.7 points in Jan. as reported income growth drops: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,3,3,0,,,0
2/8/2016,8:38 AM,HPSI,Home Purchase Sentiment Index dips 1.7 points in Jan. as reported income growth drops: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,58,38,0,5,15,138866
2/8/2016,1:57 PM,positioning and reputation,@lebas_janney @motojt @traci_gorman @carlsemmes @thehawaiiguy @Payne_Realtors @NicoleKwNEPA @chrissadaloo @CaryforSale Appreciate your RTs!,1,2,,0,2,0,0
2/8/2016,4:38 PM,HPSI,Fewer consumers (61%) say it's a good time to buy a home as Home Purchase Sentiment Index slips in Jan.: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,28,23,0,1,4,22865
2/8/2016,7:27 PM,The Home Story,"Here are the ""hottest"" housing markets for '16, according to @realtordotcom and @trulia: http://www.thehomestory.com/14825-2/",1,99,88,0,1,10,128796
2/9/2016,9:30 AM,"Curation, HomeReady",Multigenerational households are one of the reasons we created HomeReady: https://t.co/YxHsAo1sye https://t.co/9joIxKOuns,1,5,,1,1,3,1190
2/9/2016,1:26 PM,positioning and reputation,@NAHREPsf @RealtorQ @Mylene_Le_Bail @becerrarafael @ChuckFobes @EltonMayfield @HollyAnzano @runninrobin @erinnstumpf Thx for retweeting!,1,2,,0,2,0,0
2/9/2016,2:13 PM,HPSI,Home Purchase Sentiment Index down in Jan. as fewer consumers report income growth: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,40,27,0,3,10,14324
2/9/2016,8:43 PM,The Home Story,Over 1/3 of new U.S. households being created by 2024 will be Hispanic households. How are lenders responding? http://www.thehomestory.com/the-business-case-for-why-lenders-are-embracing-diversity/,1,25,19,0,3,3,567
2/10/2016,10:31 AM,positioning and reputation,Our 4th non-performing loan sale totals $1.32 billion in unpaid principal balance. http://fanniemae.com/portal/about-us/media/financial-news/2016/6347.html,1,41,34,1,2,4,451
2/10/2016,12:34 PM,positioning and reputation,@VariantLending @prashantString @MOR_Financial @LoveyHammel @brobruns @ZBUB757 @agent_hector @alweaver2 @PrimeMaxNOW Appreciate your RTs!,1,4,,0,4,0,0
2/10/2016,3:52 PM,positioning and reputation,Stay on top of what consumers are telling us in one easy-to-follow place: http://fanniemaeblog.tumblr.com/tagged/consumer-sentiment,1,30,24,0,0,6,1088
2/10/2016,6:23 PM,The Home Story,Consumers' lack of mortgage knowledge is an opportunity for lenders: http://www.thehomestory.com/14934-2/,1,88,72,2,6,8,520
2/11/2016,8:15 AM,positioning and reputation,"We've priced our latest Connecticut Avenue Securities risk sharing transaction, further reducing taxpayer risk: http://fanniemae.com/portal/about-us/media/financial-news/2016/6348.html",1,27,22,0,2,3,3780
2/11/2016,9:46 AM,"FM Commentary, Multifamily",Lower-income renters are losing ground in #multifamily rental housing stock since 2005: http://fanniemae.com/portal/about-us/media/commentary/021116-mota-zahalak.html,1,35,24,0,2,9,32832
